"","X","patch","patch_tree","patch_total_veg","water_present","patch_size","patch_tree_scaled","patch_total_veg_scaled","patch_size_scaled"
"83",83,"p_83",0.410870913788094,0.906587409402508,0,0.127354271242365,0.53341249636939,0.524363873207544,-0.0487898643658903
"84",84,"p_84",0.177520757844109,0.809126626911265,1,1.53858388241568,-0.438987235588181,0.061924596166532,1.0309456018632
"85",85,"p_85",0.505852394161248,0.928679914510482,1,0.109948682802329,0.929212386376574,0.629190058971795,-0.0621069256013536
"86",86,"p_86",0.845166329314442,0.905834726744698,1,0.0909097998457104,2.34317664218636,0.520792487720768,-0.0766736247429301
"87",87,"p_87",0.739809110617919,0.919177300673023,1,21.0148810881738,1.90413973301503,0.584101339584699,15.9323115294047
"88",88,"p_88",0.763173173982002,0.877331206465629,1,26.1379312352681,2.00150075195572,0.385546833273444,19.8519705950112
"89",89,"p_89",0.747393073836599,0.93995947396518,1,0.871045410571728,1.93574307080235,0.682710164046268,0.52021017127439
"90",90,"p_90",0.74369090675673,0.969723537164825,1,5.289010115147,1.92031567045816,0.823936937688102,3.90040652083385
"91",91,"p_91",0.458415236173822,0.924188773236512,1,0.578942308149129,0.731535725201019,0.607880152866636,0.296721323687776
"92",92,"p_92",0.112617012617013,0.927472527472528,0,0.0245432859931756,-0.709449383798703,0.623461157821321,-0.127450818056631
"93",93,"p_93",0.857961273567679,0.993297206370052,0,0.271069037496774,2.39649479966489,0.935791062658304,0.0611666791456193
"94",94,"p_94",0.517943297808833,0.829453040133878,1,0.102219403664041,0.979596717248239,0.158370895849654,-0.0680206172840667
"95",95,"p_95",0.434845266990291,0.914877882281553,1,0.052737502997553,0.633316670563595,0.563701134683544,-0.105879348891613
"96",96,"p_96",0.138584306779965,0.909394837913673,0,0.0502544756264857,-0.601240371545978,0.5376847719102,-0.107779119626957
"97",97,"p_97",0.145629599611429,0.950223612251605,1,1.03149427336019,-0.571881741665642,0.731412222118188,0.642970015807975
"98",98,"p_98",0.16525901606476,0.971429287486529,0,0.0398951774583635,-0.490083470648911,0.83203051056345,-0.115705045747558
"99",99,"p_99",0.0399603394207711,0.948395130049806,1,0.0433523423437286,-1.01221896736784,0.722736301754444,-0.11305995985241
"100",100,"p_100",0,0.216781874039939,1,0.0156101702211785,-1.17873877612691,-2.74867749705456,-0.134285568296131
"101",101,"p_101",0.000152497140678612,0.986732748760961,0,0.0130857024779591,-1.17810330117675,0.904643528713692,-0.136217045168586
"102",102,"p_102",0.331727486533647,0.997003262271451,0,0.131780158824029,0.203611784914535,0.953375836429954,-0.04540360620235
"103",103,"p_103",0.33374047355497,0.940875605939158,0,0.0785145101850707,0.212000157453006,0.687057096185445,-0.0861572932790857
"104",104,"p_104",0.118932269402489,0.869915455495393,0,0.0526430265531968,-0.683132906826156,0.350360018333802,-0.105951633066269
"105",105,"p_105",0.168944663893453,0.985807669451533,1,0.028629716688069,-0.474724908122082,0.900254142581932,-0.124324279244924
"106",106,"p_106",0.0291379518800629,0.999304799903276,0,0.0330124247684031,-1.05731723053872,0.964296345904003,-0.120971057830776
"107",107,"p_107",0.128528214837544,0.972209527540206,0,0.0459354920953699,-0.643145383650184,0.835732652462148,-0.111083585221842
"108",108,"p_108",0,1,0,0.0103827491020128,-1.17873877612691,0.967594983796191,-0.138285081865425
"109",109,"p_109",0.00737470786808621,0.999948065437549,0,0.0192414530849858,-1.14800743195797,0.967348560764286,-0.131507264280314
"110",110,"p_110",0.260591847440368,0.998981701484247,0,0.0648142517739802,-0.0928194563979399,0.962763284138135,-0.0966393968190327
"111",111,"p_111",0.0503036417225486,0.923149961426622,0,0.0504531037020996,-0.969117113224585,0.602951120182229,-0.107627148766843
"112",112,"p_112",0.545850914205345,0.973089545241444,0,0.0213256460049042,1.09589129864144,0.839908226874147,-0.129912642826595
"113",113,"p_113",0.0024889081268261,0.0399307434260361,1,0.0277216569716643,-1.16836717990662,-3.58781409019988,-0.12501903810875
"114",114,"p_114",0.0500062042437027,0.854572527608884,0,0.00811534521889631,-0.97035657296925,0.277559736023662,-0.140019878506229
"115",115,"p_115",0.115159098157553,0.626947327101887,1,0.0406549429290818,-0.698856190542695,-0.802493496344229,-0.115123747198934
"116",116,"p_116",0.0234421774973518,0.901625754156496,0,0.0217176558595152,-1.08105224567352,0.500821436893751,-0.129612715061628
"117",117,"p_117",0.497324677177713,0.917314689305843,0,0.0280378057941192,0.89367630680785,0.575263480581007,-0.124777151817881
"118",118,"p_118",0.706128476495201,0.986993316798879,0,0.0528261794827025,1.76378825366589,0.905879891607512,-0.105811502280914
"119",119,"p_119",0.207835214412663,0.970393887378287,1,0.0658553572374479,-0.312663045563738,0.827117665978535,-0.0958428443061809
"120",120,"p_120",0.0811354304925027,0.915380388377421,1,1.77438225022384,-0.840637134223102,0.566085463536053,1.21135554974527
"121",121,"p_121",0.760865651218897,0.934716070721256,0,0.0279115652468679,1.99188501157941,0.657830868565826,-0.124873738790733
"122",122,"p_122",0.169376282002583,0.863651903061612,0,0.05261897540895,-0.472926300651998,0.320640241977128,-0.105970034659632
"123",123,"p_123",0.167809501521179,0.974496840627194,1,0.170910687435778,-0.479455273876765,0.846585668242195,-0.0154647364253263
"124",124,"p_124",0.0998071563300583,0.80743785366403,1,0.142104822355186,-0.762829681615345,0.0539115773955434,-0.0375041791330697
"125",125,"p_125",0.706760776993525,0.988216764860293,0,0.0171377841352429,1.76642313013554,0.911685000314373,-0.133116786895385
"126",126,"p_126",0.481005827757393,0.954133390891431,0,0.00923594506417215,0.825673589012434,0.749963634915987,-0.139162504633958
"127",127,"p_127",0.0283091584331862,0.831126059841637,0,0.0143457064121711,-1.06077091807679,0.16630916603747,-0.135253012863293
"128",128,"p_128",0.149313340807175,0.929442264573991,0,0.0142552134751701,-0.556531124320418,0.63280731509482,-0.135322249246054
"129",129,"p_129",0.0225761635407363,0.899548476729185,1,0.0403229842276406,-1.08466103580215,0.490965014165094,-0.115377729669562
"130",130,"p_130",0.102455464612422,0.961386615310544,0,0.041510756540128,-0.751793844705386,0.784379281608463,-0.114468961966954
"131",131,"p_131",0.0186176251175765,0.903084557750316,0,0.0309147091106013,-1.10115676808933,0.507743278295256,-0.122576025566614
"132",132,"p_132",0.769700625895483,1,0,0.0132633584381694,2.02870147297242,0.967594983796191,-0.136081120128814
"133",133,"p_133",0.503521493251917,0.978697567914513,0,0.0288298673291363,0.919499226296247,0.866517596143234,-0.124171143465999
"134",134,"p_134",0.047025804942699,0.979434006392765,0,0.0641094061252074,-0.982776275324701,0.870011905020742,-0.0971786760682575
"135",135,"p_135",0.0375034301917858,0.886818916364302,0,0.0328216271749904,-1.02245722011743,0.430564835326849,-0.12111703756848
"136",136,"p_136",0.468495776405822,0.73715648472151,1,0.0448334242403017,0.773542616432484,-0.279564766755006,-0.11192678021994
"137",137,"p_137",0.0893712865519786,0.275002912508252,1,0.128767908008299,-0.806317276187104,-2.47242591924394,-0.0477082871792585
"138",138,"p_138",0.458519424900581,0.953655552156623,0,0.0653326044841537,0.731969892855905,0.747696349620113,-0.0962428038048563
"139",139,"p_139",0.0562690116697085,0.898357391737183,0,0.180767954381352,-0.944258659137935,0.485313464192721,-0.00792291570603522
"140",140,"p_140",0.0116007474307069,0.888586110246029,0,0.0128347443327363,-1.13039698845382,0.438949950243513,-0.136409053901814
"141",141,"p_141",0.0612371661368702,1,0,0.0273798721346827,-0.92355572858857,0.967594983796191,-0.125280538581378
"142",142,"p_142",0.336446812068512,0.983934927498149,1,0.0837354092327489,0.223277813705297,0.89136821520817,-0.0821627697637429
"143",143,"p_143",0.148889744577076,0.970254139391606,1,0.0312045651470336,-0.558296303601916,0.826454579183244,-0.122354255955094
"144",144,"p_144",0,1,0,0.0185454919364325,-1.17873877612691,0.967594983796191,-0.132039745975185
"145",145,"p_145",0,1,0,0.0163980291575798,-1.17873877612691,0.967594983796191,-0.133682775363441
"146",146,"p_146",0.253708386944112,0.999349276069627,0,0.067623945552632,-0.121503710387068,0.964507379775137,-0.0944896927609303
"147",147,"p_147",0.145226271901059,0.883564669191953,1,0.074746194364352,-0.573562459451616,0.415123837715024,-0.0890404415686113
"148",148,"p_148",0.499728885814184,0.964462227873031,1,0.160466493160819,0.903694949496204,0.79897268024019,-0.0234556167792924
"149",149,"p_149",0.260943431843447,1,0,0.0476585621703243,-0.0913543595441091,0.967594983796191,-0.109765259801233
"150",150,"p_150",0.0718446789687163,0.854357526504842,0,0.206757463723394,-0.879352875615548,0.27653958255706,0.011961725860665
"151",151,"p_151",0.0306276636962418,0.873518016272762,0,0.0516007414117848,-1.05110941222856,0.36745372062921,-0.106749088153802
"152",152,"p_152",0.21704122318906,0.951227791254568,1,1.266865849869,-0.274300437960783,0.736176926446226,0.82305342455074
"153",153,"p_153",0.155616521871666,0.937357110196616,0,0.0065182298625059,-0.53026496841066,0.670362272012458,-0.141241835642262
"154",154,"p_154",0.220135733594065,0.949214930695347,0,0.0348007465903377,-0.261405220144476,0.726626153735427,-0.119602808127903
"155",155,"p_155",0.174637804463027,0.82677816131071,1,0.164482807948667,-0.451000868421078,0.14567892891137,-0.0203827238314365
"156",156,"p_156",0.151747598719317,1,0,0.0449803832118553,-0.546387262484514,0.967594983796191,-0.111814341526469
"157",157,"p_157",0.0809770343820523,0.840568166733041,0,0.0150596123791043,-0.841297190929394,0.211110787499899,-0.134706801540949
"158",158,"p_158",0,0.123608982474845,0,0.0150082499791271,-1.17873877612691,-3.19077126558195,-0.134746099047497
"159",159,"p_159",0,0.0304075057932516,1,0.0176972231173595,-1.17873877612691,-3.6330006669277,-0.132688758667094
"160",160,"p_160",0.0754598333595347,1,0,0.0254509764872531,-0.864288068196003,0.967594983796191,-0.126756341685773
"161",161,"p_161",0.0239588778532845,0.979874542603241,0,0.0229029440229642,-1.07889908967678,0.872102194483596,-0.128705847987946
"162",162,"p_162",0.0164915502057193,0.957189975857731,0,0.0294089638333897,-1.1100163922282,0.764466749973135,-0.123728075216112
"163",163,"p_163",0.13760991878929,0.940068446951537,1,0.481716924479958,-0.605300770036488,0.683227227297145,0.222333928373661
"164",164,"p_164",0.22026858645992,1,0,0.0433457919137406,-0.260851605382041,0.967594983796191,-0.113064971603524
"165",165,"p_165",0.0118893917682278,0.950668955634692,0,0.0704613345207423,-1.12919417084566,0.733525321016489,-0.0923187990409433
"166",166,"p_166",0.0601455752777423,0.903077512450517,0,0.0235113233588499,-0.928104526315014,0.507709849224995,-0.128240375366995
"167",167,"p_167",0,1,0,0.0292958213004271,-1.17873877612691,0.967594983796191,-0.123814640863978
"168",168,"p_168",0.244972780802133,0.958004666148206,0,0.0180065471492617,-0.157906090477983,0.768332353955675,-0.132452094041326
"169",169,"p_169",0.0580302862827457,0.992262628495634,0,0.00904808830297124,-0.936919204168673,0.930882119470499,-0.139306234333246
"170",170,"p_170",0.198538156590684,0.965312190287413,0,0.0403438220697432,-0.351405066101562,0.80300564605856,-0.115361786582073
"171",171,"p_171",0.394706511895941,0.966493784473533,0,0.0242825625252632,0.466053381036478,0.808612163338824,-0.127650298263788
"172",172,"p_172",0.623444760048693,0.98216296228561,1,0.174953781917704,1.41923470758152,0.882960460920931,-0.0123713542634957
"173",173,"p_173",0.244525034438166,1,0,0.0355432835175724,-0.159771906434031,0.967594983796191,-0.119034691182955
"174",174,"p_174",0.107497999771402,1,0,0.0175154561968468,-0.730780960367927,0.967594983796191,-0.132827829013345
"175",175,"p_175",0.444596387799962,0.948460813808612,1,0.0987384896977982,0.67395082923065,0.723047963010994,-0.0706838736631047
"176",176,"p_176",0.000311611420558563,0.736961009621003,1,0.0256850163510126,-1.17744025176724,-0.280492271766225,-0.126577277173938
"177",177,"p_177",0.380662875073544,0.90998234948029,0,0.010197867364937,0.407531763056131,0.540472441136476,-0.138426535365974
"178",178,"p_178",0.145239005736138,0.91434034416826,1,0.0130786862963722,-0.573509395943827,0.561150583270564,-0.136222413267467
"179",179,"p_179",0.0539399895935711,0.953517951089784,0,0.0172948015885872,-0.953963989881759,0.747043449692136,-0.132996652431191
"180",180,"p_180",0.124557582357746,0.974067519738633,0,0.0146998194935787,-0.65969151340715,0.84454859408529,-0.134982080018613
"181",181,"p_181",0,1,0,0.00183504045510342,-1.17873877612691,0.967594983796191,-0.144824956105584
"182",182,"p_182",0,1,0,0.00436323616779689,-1.17873877612691,0.967594983796191,-0.142890626953934
"183",183,"p_183",0.885937883456494,0.948081694979958,0,0.0366819244019836,2.5130768857017,0.721249091377153,-0.118163514064459
"184",184,"p_184",0.201727162326272,0.941573336931588,0,0.0222467169819376,-0.338116074243158,0.690367742862609,-0.129207929013235
"185",185,"p_185",0.0382820911592296,0.834071061131714,0,0.00838461367835053,-1.01921244098726,0.180282830445412,-0.139813860503696
"186",186,"p_186",0.344354584025594,0.918054621098738,0,0.0728341017536228,0.256230503624621,0.578774364801507,-0.0905033886256833
"187",187,"p_187",6.6511473229132e-05,0.859527768540073,0,0.0150263430320075,-1.17846161437196,0.301071737212335,-0.13473225600542
"188",188,"p_188",0.0285796647860643,0.805048799571717,0,0.0242838922455638,-1.0596436837539,0.0425758132140857,-0.127649280891309
"189",189,"p_189",0.00391221374045802,0.908969465648855,0,0.010472232042661,-1.16243608467512,0.535666433481269,-0.138216618233515
"190",190,"p_190",0.0445307147750628,0.871888559031742,0,0.0131411990883412,-0.993173632894078,0.359722148921644,-0.136174584566845
"191",191,"p_191",0.527282522686331,0.891273970065828,1,0.0593739635471857,1.01851445326103,0.451703510394409,-0.100801775569075
"192",192,"p_192",0.351568075905789,0.800733308143359,1,0.0714592524451758,0.286290040299898,0.0220993437543222,-0.0915552894271528
"193",193,"p_193",0.52554020545519,0.994403117251151,1,0.0282174763795615,1.01125399610944,0.941038472080377,-0.124639685383075
"194",194,"p_194",0.0714938388325208,0.980457505638274,1,0.189490336250833,-0.880814871014764,0.874868281493892,-0.00124939852647283
"195",195,"p_195",0.607752002323941,0.984873635722289,0,0.144541737349978,1.35384099338625,0.895822268843156,-0.0356396890974087
"196",196,"p_196",0.638223643565796,0.963549805574736,0,0.0275269993080853,1.48082019190454,0.794643350050197,-0.125167971196233
"197",197,"p_197",0.293221598414795,0.897360744165566,1,0.29070257808653,0.043152859425117,0.480584495568602,0.0761883523974885
"198",198,"p_198",0.3567813699343,0.922292330709686,0,0.0768612404647938,0.308014498530631,0.598881769223102,-0.0874222142657857
"199",199,"p_199",0.0138392342290393,1,0,0.00866781566784823,-1.1210689297093,0.967594983796191,-0.139597181920887
"200",200,"p_200",0.396590567738059,0.829227996395314,1,0.013311984560217,0.473904480978783,0.15730309133276,-0.136043916155666
"201",201,"p_201",0.565203325899617,0.995980286886374,0,0.145285870424958,1.17653525565152,0.948521945609323,-0.0350703509356464
"202",202,"p_202",0.540574622198011,0.964721667372839,0,0.0991090372371413,1.0739043198331,0.800203688361204,-0.0704003667716782
"203",203,"p_203",0.0048522097772027,0.0235332174194331,1,0.0247380725796232,-1.15851900182393,-3.66561830927062,-0.127301786329924
"204",204,"p_204",0.0365320879783067,0.837488701416089,0,0.0266145006377977,-1.02650492646759,0.196499108027983,-0.125866126315283
"205",205,"p_205",0.00482911265055046,0.368076116013683,0,0.0347463467940728,-1.15861525048369,-2.03080515814642,-0.119644429554294
"206",206,"p_206",0.025998731769182,0.908433734939759,0,0.0236059996905625,-1.0703987593769,0.533124457976144,-0.128167938258
"207",207,"p_207",0.245068402471315,0.898234774933804,0,0.181238157102785,-0.157507622839915,0.484731662729012,-0.00756316237416843
"208",208,"p_208",0.0721086036671368,0.586036671368124,1,0.0453657854077183,-0.878253067882561,-0.996609463579511,-0.111519469298491
"209",209,"p_209",0.491558831090925,0.931870768703402,1,0.0116501017509121,0.869649293984053,0.644330264789964,-0.137315427039306
"210",210,"p_210",0.147942042713159,0.982861456036231,1,0.067562927740611,-0.562245497613467,0.886274726790732,-0.0945363776484845
"211",211,"p_211",0.132892491467577,1,0,0.0187390706403924,-0.624958888731999,0.967594983796191,-0.131891638402528
"212",212,"p_212",0.0901210688444731,0.99491367576474,1,0.0139661309384391,-0.803192838162631,0.943461008652279,-0.135543427050931
"213",213,"p_213",0.00920846394984326,0.196904388714734,0,0.00507832099731266,-1.14036593750444,-2.84299368976527,-0.142343513680745
"214",214,"p_214",0.00347305389221557,0.558443113772455,0,0.00838247753381486,-1.16426611952978,-1.12753745840325,-0.139815494873467
"215",215,"p_215",0.379532026015233,0.97931100523048,1,0.386402632416105,0.40281937142846,0.869428279821884,0.149408714244759
"216",216,"p_216",0.0651763035441263,0.81514903992333,1,1.38461219700363,-0.90714084279831,0.0905001959940005,0.913141462679759
"217",217,"p_217",0.424732297063903,0.956269430051814,0,0.028960569657214,0.591174640677506,0.760098874751021,-0.124071142772967
"218",218,"p_218",0.187079646017699,0.889911504424779,0,0.0169928374042581,-0.399154134726476,0.445238780582738,-0.133227686018334
"219",219,"p_219",0.0911546252532073,0.872195963688199,0,0.0266908572610284,-0.798885877360525,0.361180745738305,-0.125807705663158
"220",220,"p_220",0.00333163249992496,1,0,0.033302954746098,-1.16485544042995,0.967594983796191,-0.120748772585033
